NOx,NO2,Temperature,Relative_Humidity
277.0,94.0,14.9,59.2
343.0,173.0,26.1,20.8
527.0,164.0,9.6,65.9
747.0,165.0,7.2,58.6
274.0,157.0,7.7,39.0
87.0,91.0,16.1,52.0
73.0,41.0,16.5,71.0
34.0,37.0,12.8,49.3
387.0,183.0,16.2,53.0
212.0,139.0,16.4,47.5
74.0,97.0,26.7,60.1
340.0,142.0,14.2,26.8
66.0,51.0,14.2,65.1
87.0,76.0,8.5,30.4
73.0,70.0,20.4,55.8
448.0,143.0,11.9,59.1
72.0,67.0,14.3,55.4
109.0,63.0,8.2,57.9
439.0,115.0,13.4,79.9
106.0,87.0,25.5,22.6
34.0,45.0,23.2,52.3
145.0,64.0,27.3,38.3
445.0,196.0,8.2,30.1
774.0,151.0,16.7,67.3
492.0,122.0,13.0,77.8
598.0,139.0,11.7,80.0
577.0,132.0,10.3,75.1
348.0,156.0,15.7,54.4
190.0,114.0,12.6,70.2
125.0,93.0,13.5,37.8
152.0,111.0,15.7,50.9
96.0,48.0,21.3,63.9
138.0,80.0,11.4,70.5
125.0,94.0,12.3,65.8
560.0,168.0,6.5,67.6
323.0,142.0,22.9,35.2
30.0,44.0,6.3,65.0
25.0,37.0,21.6,48.1
124.0,100.0,17.8,30.3
475.0,115.0,23.3,57.9
165.0,109.0,15.2,73.3
444.0,183.0,21.5,39.1
583.0,136.0,12.1,67.6
317.0,104.0,15.6,56.2
73.0,62.0,12.8,63.6
152.0,132.0,31.3,24.1
166.0,123.0,17.6,43.7
201.0,134.0,22.0,34.1
221.0,107.0,7.8,47.4
18.0,34.0,22.8,41.3
177.0,79.0,17.5,59.4
117.0,117.0,22.3,33.6
274.0,119.0,9.0,69.8
368.0,120.0,13.5,58.2
542.0,101.0,13.1,78.7
59.0,67.0,29.1,29.6
132.0,94.0,23.8,31.7
89.0,66.0,2.5,52.7
51.0,61.0,16.8,59.5
558.0,123.0,10.0,83.6
129.0,84.0,17.3,68.3
156.0,110.0,3.7,35.0
127.0,103.0,14.1,65.7
244.0,92.0,14.6,60.6
156.0,114.0,8.6,57.3
157.0,115.0,12.6,30.6
503.0,154.0,9.5,66.2
619.0,129.0,23.2,56.6
30.0,37.0,24.5,56.9
263.0,145.0,27.1,34.9
310.0,129.0,35.0,17.3
57.0,52.0,17.4,33.9
388.0,157.0,17.6,54.4
33.0,37.0,14.7,65.2
60.0,66.0,34.4,30.6
550.0,189.0,10.9,52.4
363.0,149.0,33.4,20.3
121.0,106.0,28.9,39.1
221.0,152.0,6.9,42.5
223.0,74.0,21.3,68.5
195.0,134.0,11.9,53.4
146.0,67.0,14.1,60.6
54.0,67.0,17.6,57.6
211.0,119.0,16.6,55.6
356.0,128.0,4.9,80.1
44.0,51.0,16.3,59.8
365.0,112.0,26.4,49.8
620.0,212.0,16.6,56.5
119.0,101.0,18.6,35.4
70.0,73.0,37.2,20.5
160.0,89.0,24.9,52.9
124.0,100.0,23.7,46.0
119.0,86.0,28.7,13.7
51.0,61.0,32.5,27.6
467.0,208.0,7.1,43.9
587.0,112.0,12.7,77.2
81.0,61.0,13.1,72.5
220.0,105.0,9.6,53.9
63.0,49.0,11.2,38.3
109.0,86.0,12.7,40.8
515.0,179.0,10.5,55.1
551.0,225.0,22.1,25.6
62.0,80.0,27.0,30.7
42.0,64.0,20.1,42.0
86.0,88.0,27.4,55.5
33.0,44.0,38.2,19.6
355.0,98.0,12.8,73.8
206.0,91.0,20.3,66.4
341.0,151.0,8.0,41.0
151.0,125.0,27.3,47.1
723.0,178.0,7.2,78.5
63.0,85.0,40.2,17.7
565.0,85.0,19.7,68.9
67.0,42.0,11.1,55.6
14.0,24.0,36.8,16.9
207.0,162.0,26.6,30.2
595.0,156.0,12.6,63.9
325.0,173.0,17.6,46.1
252.0,116.0,37.1,15.0
65.0,75.0,15.8,36.5
320.0,158.0,28.3,17.9
93.0,74.0,24.1,63.5
536.0,132.0,5.8,81.3
121.0,90.0,3.2,56.0
765.0,189.0,7.9,77.1
190.0,158.0,28.3,24.9
140.0,102.0,13.5,37.4
194.0,132.0,19.7,45.4
103.0,97.0,25.8,40.9
149.0,110.0,25.7,23.8
284.0,99.0,6.0,78.5
106.0,95.0,26.3,33.7
44.0,64.0,14.8,40.8
42.0,46.0,22.0,19.0
112.0,87.0,13.4,41.0
561.0,132.0,19.7,65.4
114.0,107.0,33.2,23.7
76.0,74.0,17.1,60.4
636.0,162.0,7.0,56.3
156.0,111.0,10.7,68.5
130.0,97.0,13.4,65.2
492.0,101.0,17.6,60.8
406.0,96.0,26.2,45.0
148.0,117.0,23.8,27.1
52.0,62.0,38.0,24.0
318.0,128.0,19.2,49.6
178.0,82.0,26.6,30.7
168.0,124.0,33.7,25.5
128.0,89.0,4.9,55.2
51.0,63.0,39.6,24.3
284.0,116.0,17.3,76.3
122.0,80.0,24.2,36.9
171.0,118.0,19.4,42.6
201.0,125.0,7.0,38.4
51.0,49.0,7.1,40.5
126.0,102.0,8.7,31.2
174.0,112.0,10.8,57.4
41.0,49.0,16.2,53.7
295.0,130.0,5.7,59.9
46.0,35.0,19.3,57.0
107.0,55.0,19.8,38.6
39.0,53.0,13.5,50.1
118.0,139.0,36.9,26.9
66.0,60.0,12.9,70.4
170.0,118.0,7.8,28.3
241.0,81.0,19.3,32.3
104.0,84.0,27.9,28.1
341.0,129.0,22.8,42.5
57.0,61.0,36.3,28.3
500.0,168.0,14.7,41.2
70.0,77.0,26.1,33.7
13.0,13.0,11.3,49.5
517.0,101.0,18.0,75.7
52.0,57.0,35.0,29.0
71.0,95.0,34.9,33.4
109.0,55.0,20.4,63.0
100.0,91.0,11.0,58.9
99.0,81.0,18.1,30.6
163.0,124.0,6.4,70.7
42.0,39.0,32.7,34.1
82.0,56.0,11.5,71.5
11.0,12.0,27.5,53.0
523.0,187.0,18.2,36.3
393.0,163.0,16.5,21.6
126.0,95.0,13.3,67.0
46.0,46.0,3.4,85.4
372.0,136.0,26.4,45.4
183.0,121.0,14.2,36.9
72.0,83.0,17.4,46.3
188.0,125.0,26.3,27.5
279.0,109.0,15.4,43.0
302.0,203.0,37.3,19.9
145.0,107.0,8.4,61.0
118.0,121.0,37.8,26.9
245.0,119.0,13.3,63.6
322.0,125.0,12.6,76.5
265.0,162.0,21.8,43.6
19.0,21.0,24.1,63.1
356.0,91.0,20.0,58.4
167.0,83.0,17.4,50.9
223.0,101.0,24.6,44.1
326.0,117.0,13.3,63.3
32.0,43.0,37.7,27.7
127.0,77.0,7.0,77.3
510.0,165.0,10.9,39.7
59.0,69.0,27.8,35.6
87.0,65.0,21.8,54.1
111.0,106.0,31.3,25.4
309.0,114.0,13.5,53.4
590.0,157.0,25.0,28.9
689.0,231.0,12.9,48.8
648.0,175.0,3.8,72.4
210.0,138.0,15.4,51.4
303.0,126.0,17.3,60.8
235.0,110.0,11.2,56.9
109.0,84.0,28.4,34.4
78.0,67.0,10.7,80.7
617.0,194.0,12.0,56.5
583.0,215.0,15.1,49.8
418.0,119.0,25.2,45.8
129.0,121.0,14.5,57.8
157.0,121.0,8.6,32.8
200.0,45.0,19.2,74.7
273.0,127.0,9.9,81.0
100.0,88.0,0.6,53.3
491.0,121.0,10.4,75.4
19.0,30.0,19.7,44.8
140.0,125.0,40.3,14.2
301.0,96.0,8.7,80.8
67.0,66.0,23.6,34.0
126.0,95.0,6.9,35.6
27.0,34.0,21.3,54.5
35.0,44.0,36.2,30.6
210.0,79.0,27.6,28.7
76.0,99.0,37.1,25.6
210.0,147.0,9.0,34.5
125.0,78.0,2.8,55.2
551.0,235.0,11.5,33.0
427.0,130.0,21.0,57.9
229.0,139.0,17.1,51.3
104.0,69.0,12.3,62.7
332.0,83.0,21.9,64.8
51.0,41.0,14.7,64.4
293.0,128.0,5.1,65.5
274.0,167.0,4.2,48.7
44.0,63.0,11.6,62.2
334.0,148.0,19.5,15.3
248.0,95.0,21.1,58.3
